,Transmission,Drive,Drive Type,Engine Size,Engine Cylinders,City MPG,Highway MPG,Fuel,Super,Class
0,Automatic,2 wheel,Front,1.4,4.0,29.0,40.0,Gas,Turbo,Sedan
1,Automatic,2 wheel,Rear,4.4,8.0,17,24.0,Gas,Turbo,Convertible
2,Automatic,2 wheel,Rear,3.0,6.0,20,25.0,Diesel,Turbo,Truck
3,Automatic,2 wheel,Rear,2.0,4.0,23,32.0,Gas,Turbo,Convertible
4,Automatic,All wheel,-1,2.0,4.0,23,31.0,Gas,Turbo,Convertible
5,Automatic,2 wheel,Rear,2.0,4.0,19,23.0,Gas,Turbo,Van
6,Manual,2 wheel,Front,1.4,4.0,31,40.0,Gas,None,Convertible
7,Automatic,2 wheel,Front,3.6,6.0,18,28.0,Gas,None,Van
8,Automatic,All wheel,-1,3.6,6.0,18,27.0,Gas,None,Sedan
9,Automatic,2 wheel,Front,3.5,6.0,21,28.0,Gas,None,Suv-crossover
10,Automatic,2 wheel,Rear,4.7,8.0,13,17.0,Gas,None,Truck
11,Automatic,2 wheel,Front,3.6,6.0,18,28.0,Gas,None,Van
12,Automatic,2 wheel,Rear,3.0,6.0,18,26.0,Gas,None,Convertible
13,Automatic,2 wheel,Front,1.6,4.0,33,41.0,Gas,None,Sedan
14,Automatic,2 wheel,Rear,6.0,8.0,-1,-1.0,Flexible,None,Van
15,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
16,Automatic,2 wheel,Front,3.6,6.0,18,28.0,Gas,None,Van
17,Automatic,2 wheel,Front,1.5,4.0,23.0,34.0,Gas,Turbo,Sedan
18,Automatic,4 wheel,-1,6.6,8.0,-1,-1.0,Gas,None,Truck
19,Automatic,All wheel,-1,3.0,6.0,19,23.0,Gas,Turbo,Suv-crossover
20,Automatic,2 wheel,Front,3.5,6.0,19,26.0,Gas,None,Van
21,Automatic,4 wheel,-1,3.5,6.0,18,22.0,Gas,None,Truck
22,Automatic,4 wheel,-1,5.3,8.0,16,22.0,Gas,None,Truck
23,Automatic,4 wheel,-1,5.7,8.0,19,24.0,Gas,None,Truck
24,Automatic,4 wheel,-1,2.4,4.0,22,28.0,Gas,None,Suv-crossover
25,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
26,Automatic,2 wheel,Front,3.5,6.0,20,30.0,Gas,None,Sedan
27,Automatic,2 wheel,Rear,2.0,4.0,23,33.0,Gas,Turbo,Convertible
28,Automatic,2 wheel,Front,2.5,4.0,22,30.0,Gas,None,Suv-crossover
29,Automatic,2 wheel,Rear,6.6,8.0,-1,-1.0,Gas,None,Truck
30,Automatic,2 wheel,Rear,2.3,4.0,21,26.0,Gas,Turbo,Truck
31,Automatic,4 wheel,-1,5.7,8.0,13,18.0,Flexible,None,Truck
32,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
33,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
34,Automatic,2 wheel,Front,1.8,4.0,28,37.0,Gas,None,Sedan
35,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
36,Manual,2 wheel,Rear,2.0,4.0,26,33.0,Gas,None,Convertible
37,Automatic,4 wheel,-1,3.5,6.0,18,22.0,Gas,None,Truck
38,Automatic,2 wheel,Front,1.5,4.0,30.0,38.0,Gas,Turbo,Sedan
39,Automatic,All wheel,-1,3.8,6.0,19,24.0,Gas,None,Suv-crossover
40,Automatic,2 wheel,Front,1.4,4.0,30,39.0,Gas,Turbo,Sedan
41,Automatic,2 wheel,Rear,3.0,6.0,23,30.0,Gas,Turbo,Convertible
42,Automatic,4 wheel,-1,5.7,8.0,13,17.0,Gas,None,Truck
43,Automatic,2 wheel,Rear,2.0,4.0,22,30.0,Gas,Turbo,Sedan
44,Automatic,2 wheel,Rear,3.0,6.0,24,31.0,Gas,Turbo,Convertible
45,Automatic,4 wheel,-1,3.5,6.0,16,22.0,Gas,Turbo,Suv-crossover
46,Automatic,All wheel,-1,2.5,5.0,19.0,28.0,Gas,Turbo,Sedan
47,Automatic,All wheel,-1,3.5,6.0,19,26.0,Gas,None,Suv-crossover
48,Automatic,2 wheel,Rear,3.6,6.0,19,28.0,Gas,None,Convertible
49,Automatic,2 wheel,Rear,3.0,6.0,20,28.0,Gas,Turbo,Convertible
50,Automatic,All wheel,-1,3.5,6.0,20,28.0,Gas,None,Sedan
51,Manual,2 wheel,Rear,2.0,4.0,27,34.0,Gas,None,Convertible
52,Automatic,2 wheel,Front,1.8,4.0,28,36.0,Gas,None,Sedan
53,Automatic,All wheel,-1,2.5,4.0,26.0,35.0,Gas,None,Sedan
54,Automatic,2 wheel,Front,2.0,4.0,24,31.0,Gas,Turbo,Suv-crossover
55,Automatic,All wheel,-1,2.0,4.0,19,26.0,Gas,Turbo,Suv-crossover
56,Automatic,All wheel,-1,2.0,4.0,24,31.0,Gas,Turbo,Suv-crossover
57,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
58,Automatic,2 wheel,Rear,2.0,4.0,26,36.0,Gas,None,Convertible
59,Automatic,2 wheel,Rear,3.0,6.0,21,29.0,Gas,Turbo,Sedan
60,Automatic,All wheel,-1,2.0,4.0,19,23.0,Gas,Turbo,Suv-crossover
61,Automatic,4 wheel,-1,5.3,8.0,15,21.0,Gas,None,Truck
62,Automatic,2 wheel,Rear,5.7,8.0,20,25.0,Gas,None,Truck
63,Automatic,4 wheel,-1,6.4,8.0,-1,-1.0,Gas,None,Truck
64,Automatic,2 wheel,Rear,2.0,4.0,21.0,30.0,Gas,Turbo,Sedan
65,Automatic,4 wheel,-1,6.7,6.0,-1,-1.0,Diesel,Turbo,Truck
66,Automatic,2 wheel,Front,1.5,4.0,30.0,38.0,Gas,Turbo,Sedan
67,Automatic,All wheel,-1,3.5,6.0,18,24.0,Gas,None,Van
68,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
69,Automatic,2 wheel,Front,3.6,6.0,32,33.0,Gas,None,Van
70,Automatic,2 wheel,Front,3.5,6.0,19,29.0,Gas,None,Sedan
71,Automatic,2 wheel,Front,3.6,6.0,18,28.0,Gas,None,Van
72,Automatic,2 wheel,Front,1.6,4.0,27,34.0,Gas,Turbo,Convertible
73,Automatic,2 wheel,Rear,4.7,8.0,17,25.0,Gas,Turbo,Convertible
74,Manual,2 wheel,Front,2.0,4.0,25,33.0,Gas,Turbo,Sedan
75,Automatic,2 wheel,Rear,5.4,8.0,14,20.0,Flexible,None,Truck
76,Automatic,4 wheel,-1,3.5,6.0,17,23.0,Flexible,None,Truck
77,Automatic,4 wheel,-1,2.7,4.0,19,22.0,Gas,Turbo,Truck
78,Automatic,4 wheel,-1,2.0,4.0,23,29.0,Gas,None,Suv-crossover
79,Automatic,2 wheel,Rear,6.2,8.0,17,27.0,Gas,None,Convertible
80,Automatic,2 wheel,Rear,3.4,6.0,-1,-1.0,Gas,None,Convertible
81,Automatic,All wheel,-1,2.0,4.0,19,23.0,Gas,Turbo,Suv-crossover
82,Automatic,2 wheel,Front,2.0,4.0,24.0,37.0,Gas,Turbo,Sedan
83,Automatic,All wheel,-1,2.0,4.0,23,31.0,Gas,Turbo,Sedan
84,Automatic,2 wheel,Rear,6.7,6.0,-1,-1.0,Diesel,Turbo,Truck
85,Automatic,2 wheel,Front,3.5,6.0,20,30.0,Gas,None,Sedan
86,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
87,Automatic,2 wheel,Rear,5.3,8.0,17,23.0,Gas,None,Truck
88,Manual,All wheel,-1,5.0,10.0,10,15.0,Gas,None,Convertible
89,Automatic,4 wheel,-1,5.7,8.0,13,17.0,Gas,None,Truck
90,Automatic,All wheel,-1,3.0,6.0,20,29.0,Gas,Turbo,Convertible
91,Automatic,All wheel,-1,5.6,8.0,13,19.0,Gas,None,Suv-crossover
92,Automatic,2 wheel,Rear,3.5,6.0,21.0,30.0,Gas,None,Sedan
93,Automatic,4 wheel,-1,5.7,8.0,13,17.0,Flexible,None,Suv-crossover
94,Automatic,2 wheel,Front,2.0,4.0,22.0,32.0,Gas,Turbo,Sedan
95,Automatic,All wheel,-1,2.5,6.0,20,27.0,Gas,None,Sedan
96,Automatic,2 wheel,Rear,2.0,4.0,21,28.0,Gas,None,Convertible
97,Automatic,2 wheel,Rear,5.7,8.0,17,25.0,Gas,None,Truck
98,Automatic,4 wheel,-1,2.0,4.0,21,28.0,Gas,Turbo,Suv-crossover
99,Automatic,2 wheel,Rear,5.6,8.0,14,20.0,Gas,None,Suv-crossover
100,Manual,2 wheel,Rear,2.0,4.0,26,33.0,Gas,None,Convertible
101,Automatic,2 wheel,Rear,5.3,8.0,20,23.0,Gas,None,Truck
102,Automatic,2 wheel,Front,1.5,4.0,30,38.0,Gas,Turbo,Sedan
103,Automatic,2 wheel,Rear,2.3,4.0,21,28.0,Gas,Turbo,Suv-crossover
104,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
105,Automatic,All wheel,-1,3.5,6.0,18,24.0,Gas,None,Van
106,Automatic,All wheel,-1,2.0,4.0,23,31.0,Gas,Turbo,Suv-crossover
107,Automatic,2 wheel,Rear,5.3,8.0,14,18.0,Gas,None,Truck
108,Automatic,2 wheel,Rear,5.3,8.0,15,21.0,Flexible,None,Truck
109,Automatic,4 wheel,-1,5.7,8.0,19,24.0,Gas,None,Truck
110,Automatic,4 wheel,-1,1.5,3.0,25,28.0,Gas,Turbo,Suv-crossover
111,Automatic,2 wheel,Front,3.6,6.0,29,30.0,Gas,None,Van
112,Automatic,2 wheel,Rear,4.0,8.0,15,20.0,Gas,Turbo,Convertible
113,Automatic,All wheel,-1,3.6,6.0,18,25.0,Gas,None,Suv-crossover
114,Automatic,2 wheel,Front,2.4,4.0,24,35.0,Gas,None,Sedan
115,Automatic,2 wheel,Rear,3.4,6.0,-1,-1.0,Gas,None,Convertible
116,Automatic,All wheel,-1,3.5,6.0,19,24.0,Gas,None,Truck
117,Automatic,2 wheel,Front,3.3,6.0,18,24.0,Gas,None,Van
118,Automatic,2 wheel,Rear,3.6,6.0,18,25.0,Gas,None,Truck
119,Automatic,2 wheel,Rear,4.0,6.0,17,21.0,Gas,None,Suv-crossover
120,Automatic,2 wheel,Front,3.3,6.0,19,26.0,Gas,None,Van
121,Manual,2 wheel,Front,1.6,4.0,25,32.0,Gas,Turbo,Sedan
122,Manual,2 wheel,Rear,-1.0,-1.0,10,16.0,Gas,None,Convertible
123,Automatic,2 wheel,Rear,5.7,8.0,15,22.0,Gas,None,Truck
124,Automatic,All wheel,-1,2.0,4.0,29,33.0,Gas,None,Suv-crossover
125,Automatic,2 wheel,Front,2.5,4.0,26.0,38.0,Gas,None,Sedan
126,Automatic,2 wheel,Rear,2.3,4.0,21,26.0,Gas,Turbo,Truck
127,Automatic,2 wheel,Rear,3.6,6.0,17,25.0,Flexible,None,Truck
128,Automatic,4 wheel,-1,2.3,4.0,20,24.0,Gas,Turbo,Truck
129,Manual,2 wheel,Rear,5.7,8.0,15,24.0,Gas,None,Convertible
130,Automatic,All wheel,-1,3.5,6.0,19,24.0,Gas,None,Suv-crossover
131,Automatic,2 wheel,Rear,2.0,4.0,23,30.0,Gas,Turbo,Convertible
132,Automatic,2 wheel,Front,3.3,6.0,18,24.0,Gas,None,Van
133,Automatic,2 wheel,Rear,6.2,8.0,15,22.0,Gas,None,Suv-crossover
134,Manual,2 wheel,Rear,5.7,10.0,9,15.0,Gas,None,Convertible
135,Automatic,2 wheel,Front,2.4,4.0,24,35.0,Gas,None,Sedan
136,Automatic,2 wheel,Front,1.8,4.0,28,34.0,Gas,None,Suv-crossover
137,Automatic,2 wheel,Rear,2.0,4.0,22,29.0,Gas,Turbo,Convertible
138,Automatic,All wheel,-1,5.7,8.0,14,22.0,Gas,None,Suv-crossover
139,Automatic,All wheel,-1,2.0,4.0,22,34.0,Gas,Turbo,Convertible
140,Manual,All wheel,-1,2.5,4.0,17,22.0,Gas,Turbo,Sedan
141,Automatic,All wheel,-1,1.6,4.0,24,28.0,Gas,Turbo,Suv-crossover
142,Automatic,All wheel,-1,3.0,6.0,20,25.0,Gas,Turbo,Suv-crossover
143,Automatic,2 wheel,Front,3.5,6.0,18,25.0,Gas,None,Van
144,Automatic,2 wheel,Front,3.6,6.0,32,33.0,Gas,None,Van
145,Automatic,2 wheel,Front,2.0,4.0,20,27.0,Gas,Turbo,Suv-crossover
146,Automatic,2 wheel,Front,3.5,6.0,17,23.0,Gas,None,Van
147,Automatic,All wheel,-1,3.0,6.0,16,24.0,Gas,Turbo,Sedan
148,Automatic,2 wheel,Rear,3.7,6.0,18,25.0,Gas,None,Convertible
149,Automatic,All wheel,-1,2.0,4.0,22.0,28.0,Gas,Turbo,Sedan
150,Automatic,2 wheel,Front,1.5,4.0,31,42.0,Gas,Turbo,Sedan
151,Automatic,2 wheel,Front,1.8,4.0,-1,-1.0,Gas,None,Sedan
152,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
153,Automatic,2 wheel,Front,1.8,4.0,53,52.0,Gas,None,Sedan
154,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
155,Automatic,2 wheel,Front,2.0,4.0,22.0,32.0,Gas,Turbo,Sedan
156,Automatic,All wheel,-1,3.5,6.0,18,24.0,Gas,None,Van
157,Automatic,All wheel,-1,3.0,6.0,18,25.0,Gas,Turbo,Sedan
158,Automatic,2 wheel,Rear,2.0,4.0,21,27.0,Gas,Turbo,Convertible
159,Automatic,2 wheel,Front,3.0,6.0,17,21.0,Gas,None,Suv-crossover
160,Automatic,2 wheel,Rear,5.7,8.0,15,22.0,Gas,None,Truck
161,Automatic,4 wheel,-1,5.4,8.0,14,18.0,Flexible,None,Truck
162,Automatic,2 wheel,Rear,5.0,8.0,-1,-1.0,Gas,None,Convertible
163,Automatic,2 wheel,Front,2.4,4.0,26,35.0,Gas,None,Sedan
164,Automatic,4 wheel,-1,4.0,6.0,14,20.0,Gas,None,Suv-crossover
165,Automatic,4 wheel,-1,2.3,4.0,20,27.0,Gas,Turbo,Suv-crossover
166,Automatic,All wheel,-1,3.8,6.0,-1,-1.0,Gas,None,Convertible
167,Automatic,2 wheel,Rear,5.3,8.0,15,22.0,Gas,None,Truck
168,Automatic,2 wheel,Rear,3.5,6.0,-1,-1.0,Flexible,None,Van
169,Automatic,2 wheel,Rear,4.0,8.0,17.0,27.0,Gas,Turbo,Sedan
170,Automatic,All wheel,-1,2.5,4.0,28,39.0,Gas,None,Sedan
171,Automatic,2 wheel,Front,1.6,4.0,33,41.0,Gas,None,Sedan
172,Automatic,4 wheel,-1,2.5,4.0,21,27.0,Gas,None,Suv-crossover
173,Automatic,2 wheel,Front,3.6,6.0,-1,-1.0,Gas,None,Van
174,Manual,2 wheel,Rear,2.0,4.0,27,34.0,Gas,None,Convertible
175,Automatic,4 wheel,-1,4.7,8.0,15,19.0,Gas,None,Suv-crossover
176,Automatic,All wheel,-1,2.0,4.0,22,32.0,Gas,Turbo,Convertible
177,Automatic,4 wheel,-1,5.7,8.0,19,24.0,Gas,None,Truck
178,Automatic,2 wheel,Rear,6.2,8.0,15,25.0,Gas,None,Convertible
179,Automatic,2 wheel,Rear,6.2,8.0,16,26.0,Gas,None,Convertible
180,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
181,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
182,Automatic,All wheel,-1,3.0,6.0,17,22.0,Gas,Turbo,Suv-crossover
183,Automatic,4 wheel,-1,3.5,6.0,15,18.0,Gas,Turbo,Truck
184,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
185,Automatic,4 wheel,-1,5.7,8.0,13,17.0,Gas,None,Truck
186,Automatic,2 wheel,Front,1.8,4.0,29,37.0,Gas,None,Sedan
187,Manual,2 wheel,Rear,8.0,10.0,12,20.0,Gas,None,Convertible
188,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
189,Automatic,2 wheel,Front,3.3,6.0,18,25.0,Gas,None,Van
190,Automatic,2 wheel,Rear,3.0,6.0,21,29.0,Gas,Turbo,Sedan
191,Automatic,2 wheel,Front,2.4,4.0,24,34.0,Gas,None,Sedan
192,Automatic,2 wheel,Rear,5.3,8.0,16,19.0,Gas,None,Truck
193,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
194,Automatic,2 wheel,Rear,2.0,4.0,26,35.0,Gas,None,Convertible
195,Automatic,4 wheel,-1,5.3,8.0,15,21.0,Gas,None,Truck
196,Automatic,2 wheel,Front,3.5,6.0,19,26.0,Gas,None,Van
197,Automatic,2 wheel,Front,3.5,6.0,22.0,32.0,Gas,None,Sedan
198,Automatic,4 wheel,-1,6.2,8.0,15,21.0,Gas,None,Truck
199,Automatic,2 wheel,Front,1.8,4.0,28,34.0,Gas,None,Suv-crossover
200,Manual,2 wheel,Rear,2.0,4.0,22,27.0,Gas,None,Convertible
201,Automatic,4 wheel,Rear,4.6,8.0,-1,-1.0,Gas,None,Suv-crossover
202,Automatic,4 wheel,-1,6.4,8.0,-1,-1.0,Gas,None,Truck
203,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
204,Automatic,2 wheel,Front,1.5,4.0,30.0,38.0,Gas,Turbo,Sedan
205,Automatic,4 wheel,-1,3.8,6.0,-1,-1.0,Gas,None,Suv-crossover
206,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
207,Automatic,4 wheel,-1,5.7,8.0,19,24.0,Gas,None,Truck
208,Automatic,2 wheel,Rear,5.3,8.0,16,23.0,Gas,None,Truck
209,Automatic,2 wheel,Front,1.5,4.0,30,38.0,Gas,Turbo,Sedan
210,Automatic,4 wheel,-1,3.6,6.0,16,23.0,Flexible,None,Truck
211,Automatic,All wheel,-1,3.0,6.0,21,27.0,Gas,None,Sedan
212,Automatic,2 wheel,Rear,3.5,6.0,18,24.0,Flexible,None,Truck
213,Automatic,2 wheel,Rear,5.0,8.0,-1,-1.0,Diesel,Turbo,Truck
214,Automatic,2 wheel,Front,1.5,4.0,30.0,38.0,Gas,Turbo,Sedan
215,Automatic,2 wheel,Front,2.4,4.0,22,30.0,Gas,None,Suv-crossover
216,Automatic,4 wheel,-1,6.2,8.0,19,22.0,Gas,None,Truck
217,Automatic,2 wheel,Rear,4.6,8.0,13,17.0,Flexible,None,Van
218,Automatic,2 wheel,Front,2.4,4.0,23,32.0,Gas,None,Sedan
219,Automatic,2 wheel,Front,3.6,6.0,18,28.0,Gas,None,Van
220,Automatic,All wheel,-1,2.0,4.0,22.0,32.0,Gas,Turbo,Sedan
221,Automatic,2 wheel,Front,2.0,4.0,24,29.0,Flexible,None,Van
222,Automatic,4 wheel,-1,5.7,8.0,13,17.0,Gas,None,Truck
223,Automatic,2 wheel,Rear,3.5,6.0,19,30.0,Gas,Turbo,Sedan
224,Automatic,2 wheel,Front,1.5,4.0,27,36.0,Gas,Turbo,Sedan
225,Automatic,4 wheel,-1,3.6,6.0,16,23.0,Flexible,None,Truck
226,Automatic,4 wheel,-1,5.7,8.0,13,17.0,Flexible,None,Truck
227,Automatic,2 wheel,Rear,2.5,6.0,21,30.0,Gas,None,Convertible
228,Manual,2 wheel,Rear,5.0,8.0,16,25.0,Gas,None,Convertible
229,Automatic,2 wheel,Rear,3.7,6.0,-1,-1.0,Flexible,None,Van
230,Automatic,2 wheel,Front,1.8,4.0,29.0,37.0,Gas,None,Sedan
231,Automatic,4 wheel,-1,2.4,4.0,21,27.0,Gas,None,Suv-crossover
232,Automatic,4 wheel,-1,4.0,6.0,17,22.0,Gas,None,Suv-crossover
233,Automatic,2 wheel,Front,2.5,4.0,27,35.0,Gas,None,Suv-crossover
234,Automatic,2 wheel,Rear,4.0,6.0,16,23.0,Gas,None,Truck
235,Automatic,2 wheel,Rear,6.2,8.0,17,27.0,Gas,None,Convertible
236,Automatic,4 wheel,-1,6.4,8.0,-1,-1.0,Gas,None,Truck
237,Automatic,2 wheel,Front,2.5,4.0,36,36.0,Gas,None,Van
238,Automatic,All wheel,-1,3.5,6.0,18,25.0,Gas,None,Suv-crossover
239,Automatic,2 wheel,Front,2.0,4.0,24,26.0,Gas,None,Van
240,Automatic,4 wheel,Rear,4.6,8.0,-1,-1.0,Gas,None,Suv-crossover
241,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
242,Automatic,All wheel,-1,3.0,6.0,21,31.0,Gas,Turbo,Convertible
243,Automatic,2 wheel,Front,2.5,4.0,36,36.0,Gas,None,Van
244,Automatic,2 wheel,Rear,4.3,6.0,18,24.0,Flexible,None,Truck
245,Automatic,4 wheel,-1,3.6,6.0,16,23.0,Flexible,None,Truck
246,Automatic,All wheel,-1,1.5,4.0,27,33.0,Gas,Turbo,Suv-crossover
247,Automatic,4 wheel,-1,3.5,6.0,18,22.0,Gas,None,Truck
248,Automatic,2 wheel,Rear,3.0,6.0,19,28.0,Gas,Turbo,Sedan
249,Automatic,2 wheel,Front,2.0,4.0,25,35.0,Gas,Turbo,Sedan
250,Automatic,2 wheel,Front,1.6,4.0,20,27.0,Gas,Turbo,Convertible
251,Automatic,4 wheel,-1,6.6,8.0,-1,-1.0,Diesel,Turbo,Truck
252,Automatic,2 wheel,Rear,5.0,8.0,20,26.0,Flexible,None,Truck
253,Automatic,2 wheel,Rear,3.7,6.0,17,25.0,Gas,None,Convertible
254,Automatic,2 wheel,Rear,4.6,8.0,15,22.0,Gas,None,Convertible
255,Automatic,2 wheel,Rear,3.7,6.0,-1,-1.0,Gas,None,Van
256,Automatic,2 wheel,Front,2.0,4.0,22,32.0,Gas,Turbo,Sedan
257,Automatic,4 wheel,-1,6.7,8.0,-1,-1.0,Diesel,Turbo,Truck
258,Automatic,2 wheel,Front,2.0,4.0,30,38.0,Gas,None,Sedan
259,Automatic,2 wheel,Front,2.0,4.0,29,37.0,Gas,None,Sedan
260,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
261,Automatic,All wheel,-1,2.0,4.0,20,27.0,Gas,Turbo,Suv-crossover
262,Automatic,4 wheel,-1,6.2,8.0,-1,-1.0,Flexible,None,Truck
263,Automatic,2 wheel,Front,2.5,4.0,20,27.0,Flexible,None,Van
264,Automatic,2 wheel,Rear,3.6,6.0,18,25.0,Gas,None,Truck
265,Automatic,4 wheel,-1,5.6,8.0,15,21.0,Gas,None,Truck
266,Automatic,2 wheel,Front,1.8,4.0,23,33.0,Gas,Turbo,Convertible
267,Automatic,2 wheel,Front,3.6,6.0,18,28.0,Flexible,None,Sedan
268,Automatic,2 wheel,Front,2.0,4.0,26,33.0,Gas,Turbo,Convertible
269,Manual,2 wheel,Rear,2.0,4.0,26,34.0,Gas,None,Convertible
270,Automatic,2 wheel,Rear,3.0,6.0,21,31.0,Gas,None,Sedan
271,Automatic,2 wheel,Front,1.8,4.0,28,36.0,Gas,None,Sedan
272,Automatic,2 wheel,Front,3.6,6.0,18,28.0,Gas,None,Van
273,Automatic,2 wheel,Front,3.6,6.0,29,30.0,Gas,None,Van
274,Automatic,2 wheel,Front,2.5,4.0,22,28.0,Gas,None,Suv-crossover
275,Automatic,2 wheel,Rear,2.0,4.0,26,35.0,Gas,None,Convertible
276,Automatic,2 wheel,Front,1.6,4.0,20,27.0,Gas,Turbo,Convertible
277,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Suv-crossover
278,Automatic,4 wheel,-1,5.7,8.0,13,17.0,Gas,None,Truck
279,Automatic,2 wheel,Front,2.0,4.0,24,33.0,Gas,Turbo,Suv-crossover
280,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
281,Automatic,4 wheel,-1,5.3,8.0,13,18.0,Flexible,None,Truck
